Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/feature_extraction_beit.py:28: FutureWarning: The class BeitFeatureExtractor is deprecated and will be removed in version 5 of Transformers. Please use BeitImageProcessor instead.
  warnings.warn(
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/image_processing_beit.py:110: FutureWarning: The `reduce_labels` parameter is deprecated and will be removed in a future version. Please use `do_reduce_labels` instead.
  warnings.warn(
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
epoch: 0
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2619: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
It looks like you are trying to rescale already rescaled images. If the input images have pixel values between 0 and 1, set `do_rescale=False` to avoid rescaling them again.
tensor(3.0991, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6673, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6535, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0586, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2945, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2098, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.1526, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5988, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8338, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3288, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5837, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4219, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1188, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.7764, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8527, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6210, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0429, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6499, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7571, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9390, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5052, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4727, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6336, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5607, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4287, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2695, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4999, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8681, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8852, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4380, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8592, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6129, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0600, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9291, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0054, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5705, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3675, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8476, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4218, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6657, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9324, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7222, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2971, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8330, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6079, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0896, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3778, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6207, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6099, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1919, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0955, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6708, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5522, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8840, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7022, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5400, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6817, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7628, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5996, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7394, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.4735, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4631, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6896, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7436, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7763, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8145, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5317, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5786, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1097, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1168, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3264, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9352, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6743, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2751, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2968, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7415, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4974, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5389, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6534, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3395, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1907, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7595, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1786, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1413, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8033, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5699, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3488, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6112, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0539, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5657, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6078, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0396, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1772, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3084, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6770, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6017, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9643, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5583, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4557, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7092, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.6972, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8809, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3458, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0420, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2422, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6087, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9531, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4660, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6975, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4706, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4426, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0064, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9648, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3523, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9949, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5916, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3068, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0946, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2640, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1116, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0734, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6758, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3934, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7509, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5298, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1029, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3989, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5369, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8995, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6132, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7297, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6135, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9465, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5109, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5728, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6352, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1305, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8648, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0759, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0219, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8801, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4270, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2080, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9523, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7103, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6356, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4065, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5581, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8445, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8345, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6804, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0657, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1293, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7498, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9558, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0318, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4342, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9563, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0259, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7463, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0850, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2552, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8547, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9997, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3657, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1956, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9250, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9087, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7292, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3697, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8228, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6573, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4474, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0007, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6121, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9490, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3005, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2144, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3353, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9476, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2974, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2478, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8248, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0348, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2703, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5164, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4269, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9471, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6818, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9309, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7123, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1692, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1386, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1096, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6088, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8376, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4913, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4053, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1999, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3409, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0555, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7318, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9175, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7745, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1751, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1767, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3232, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1823, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7299, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7498, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0322, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2456, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0177, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5475, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2421, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1814, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1929, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5726, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7078, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1247, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3242, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1534, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6242, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3717, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8619, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4674, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2657, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4061, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0798, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1329, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0813, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6535, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8633, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.6061, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5295, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9269, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6655, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9550, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8998, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0846, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0281, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3622, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2321, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3365, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8506, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1814, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3486, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9960, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1235, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2735, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2797, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9307, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6698, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3265, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6969, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1593, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9418, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4532, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2768, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3423, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9199, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3840, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5958, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9584, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1244, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2130, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0465, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.6987, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5638, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3505, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6652, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6091, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8125, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9227, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5192, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2332, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7625, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1836, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1383, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1210, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3454, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4963, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6901, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0722, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1237, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7040, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.1839, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6311, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6441, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9388, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9523, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6733, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0375, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5659, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1685, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9801, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6043, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6930, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7883, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0970, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1303, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0986, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1146, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.6148, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3442, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6491, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5103, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8267, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7819, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1183, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0800, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5332, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4907, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7358, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7445, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5211, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4108, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3727, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0944, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6132, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7281, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7697, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4228, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5346, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2785, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6289, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9097, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7889, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8961, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7753, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3250, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7885, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5068, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3907, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0931, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2470, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6211, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8040, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8294, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0818, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7229, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7532, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9697, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6520, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1111, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4229, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6564, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4579, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6744, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3506, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0255, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4993, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5231, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6408, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8066, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1731, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0282, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8476, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6602, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3528, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0401, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6361, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0744, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8301, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4017, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4785, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7556, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1005, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1777, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3751, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5686, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6988, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9483, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1129, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9482, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1555, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2060, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1718, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0993, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4126, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5438, device='cuda:0', grad_fn=<NllLossBackward0>)
